"ID","GOODS_TITLE","GOODS_PID","GOODS_PRICE","GOODS_IMG","GOODS_SALE","GOODS_URL"
"90","伊梦华星月菩提子108颗A+高密干磨顺白佛珠正月男女项链手串手链","530626005278","128.00","https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/TB1C_cVJFXXXXcvXVXXXXXXXXXX_!!0-item_pic.jpg","1396人付款","https://detail.tmall.com/item.htm?id=530626005278"
"91","开光黑曜石貔貅手链男士款貔恘手串佛珠男女潮个性招财情侣首饰品","548548035548","146.00","https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/357579488/TB1m03mh_nI8KJjSszbXXb4KFXa_!!0-item_pic.jpg","982人付款","https://detail.tmall.com/item.htm?id=548548035548"
"92","唐域正宗印度小叶紫檀佛珠手串 2.0老料爆满金星1.8男女款手链","557497556745","380.00","https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/2136357290/TB16L8YicnI8KJjSspeXXcwIpXa_!!0-item_pic.jpg","2367人付款","https://detail.tmall.com/item.htm?id=557497556745"
"93","正宗印度小叶紫檀手串满金星老料1.5/1.8/2.0高密顺纹男女108佛珠","558695998659","262.64","https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/277078374/TB2MMZ_dYsTMeJjy1zeXXcOCVXa_!!277078374.jpg","999人付款","https://detail.tmall.com/item.htm?id=558695998659"
"94","正品代购Swarovski施华洛世奇黑天鹅水晶手链 新款玫瑰金色女手镯","561089580185","318.00","https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/1709212577/TB21VwQXzgy_uJjSZTEXXcYkFXa_!!1709212577.jpg","912人付款","https://detail.tmall.com/item.htm?id=561089580185"
"95","RASTACLAT小狮子官方正品 小狮子鞋带手链 经典系列 合集","555357543053","89.00","https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2394324346/TB1DfJVinnI8KJjSszbXXb4KFXa_!!2-item_pic.png","2923人付款","https://detail.tmall.com/item.htm?id=555357543053"
"96","鸡宝宝银手镯猴龙凤银饰999足银儿童长命锁小孩婴儿纯银手环男女","525957397452","158.00","https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2114637835/TB1281oX6gy_uJjSZPxXXanNpXa_!!0-item_pic.jpg","1092人付款","https://detail.tmall.com/item.htm?id=525957397452"
"97","百年宝诚 银手镯999纯银女开口光面心经纯银镯子送女友送妈妈礼物","42020889660","278.00","https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2178765634/TB1o_.si3nH8KJjSspcXXb3QFXa_!!0-item_pic.jpg","708人付款","https://detail.tmall.com/item.htm?id=42020889660"
"98","18K金彩金红绳四叶草手链女钻石本命年生日圣诞节礼物送女友ks","556721354909","958.00","https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/834141135/TB1.AHvi4PI8KJjSspoXXX6MFXa_!!0-item_pic.jpg","107人付款","https://detail.tmall.com/item.htm?id=556721354909"
"99","琮艺珍正宗海南黄花梨手串男士2.0鬼脸鬼眼海黄老料油梨佛珠手链","42656136234","2500.00","https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/2310372560/TB1aoGaiYYI8KJjy0FaXXbAiVXa_!!0-item_pic.jpg","109人付款","https://detail.tmall.com/item.htm?id=42656136234"
"100","s925纯银水晶手链女简约日韩版十二星座情侣森系送女友圣诞节礼物","520656594393","288.00","https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/1072445069/TB1XcF2imfD8KJjSszhXXbIJFXa_!!0-item_pic.jpg","930人付款","https://detail.tmall.com/item.htm?id=520656594393"
"101","镶施华洛世奇锆纯银手链女韩版简约个性学生女生银饰圣诞生日礼物","42869262001","169.00","https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/2107874554/TB1Wl6zilfH8KJjy1XbXXbLdXXa_!!0-item_pic.jpg","1157人付款","https://detail.tmall.com/item.htm?id=42869262001"
"102","旺驰 正月星月菩提子高密海南原籽手链108颗佛珠手串 毛感料素珠","43185464580","57.96","https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/2235366106/TB1wWgAb7fb_uJkSndVXXaBkpXa_!!0-item_pic.jpg","1649人付款","https://detail.tmall.com/item.htm?id=43185464580"
"103","满天星999纯银手镯女韩版学生森系银饰手环女款银镯子送女友礼物","43535374538","128.00","https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/2235429159/TB1vrj_i_TI8KJjSsphXXcFppXa_!!0-item_pic.jpg","1109人付款","https://detail.tmall.com/item.htm?id=43535374538"
"104","香港代购蒂芙尼蓝心手链tiffany蓝色瓷漆纯银珠迷你心形珐琅吊坠","553507199126","790.00","https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/1132670700/TB2mOegXS_9F1JjSZFrXXcrVFXa_!!1132670700.jpg","434人付款","https://detail.tmall.com/item.htm?id=553507199126"
"105","和田玉貔貅手链情侣本命年红绳貔貅手链男士女士水晶首饰","544585934421","238.00","https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/281941722/TB1VRG.ccic_eJjSZFnXXXVwVXa_!!0-item_pic.jpg","751人付款","https://detail.tmall.com/item.htm?id=544585934421"
"106","Swarovski施华洛世奇 玫瑰金色恶魔之眼水晶手镯手链礼物5171991","532021802029","669.00","https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/2010071101/TB1OixPdlLN8KJjSZFpXXbZaVXa_!!0-item_pic.jpg","203人付款","https://detail.tmall.com/item.htm?id=532021802029"
"107","巴西糖果彩虹碧玺手链女 天然正品单圈多圈碧玺手串项链饰品礼物","547435711036","1000.00","https://g-search2.alicdn.com/img/bao/uploaded/i4/i7/TB1nNZVgJrJ8KJjSspaYXFuKpXa_M2.SS2","70人付款","https://detail.tmall.com/item.htm?id=547435711036"
"108","瑞诺999纯银男士手链黑曜石变色貔貅手串本命年红绳转运佛珠首饰","558646011848","109.00","https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/2260367829/TB1pR72c4PI8KJjSspfXXcCFXXa_!!0-item_pic.jpg","1953人付款","https://detail.tmall.com/item.htm?id=558646011848"
"109","水晶直播捡漏天然水晶，皓德带您认识天然水晶，总有您喜欢的一款","561472642941","5.00","https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/740532356/TB1qJraaMjN8KJjSZFgXXbjbVXa_!!0-item_pic.jpg","2909人付款","https://detail.tmall.com/item.htm?id=561472642941"
"110","印度满金星小叶紫檀手串 2.0老料檀木108颗佛珠手串男手链女15-18","556495450840","588.00","https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/683573427/TB2EGrgaib_F1JjSZFgXXX3HFXa_!!683573427.jpg","590人付款","https://detail.tmall.com/item.htm?id=556495450840"
"111","925纯银情侣手链女韩版简约水晶手镯饰品首饰个性生日圣诞节礼物","560146443906","298.00","https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/1072445069/TB1tPIVb7fb_uJkHFNRXXc3vpXa_!!0-item_pic.jpg","719人付款","https://detail.tmall.com/item.htm?id=560146443906"
"112","局器大厂星月菩提手串108颗佛珠海南原籽正月菩提子项链男女手链","553482996195","138.00","https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/3163425917/TB1ROoOb6gy_uJjSZJnXXbuOXXa_!!0-item_pic.jpg","1451人付款","https://detail.tmall.com/item.htm?id=553482996195"
"113","宝诚银手镯 999纯银 女 欧美莫比乌斯环手镯刻字开口镯子情侣手环","555350686431","188.00","https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/619483075/TB1haf4i0rJ8KJjSspaXXXuKpXa_!!0-item_pic.jpg","794人付款","https://detail.tmall.com/item.htm?id=555350686431"
"114","【直营】Swarovski施华洛世奇女士blow仿水晶气泡球形手链1106432","555722645499","659.00","https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2549841410/TB2kUgvb6gy_uJjSZSyXXbqvVXa_!!2549841410-0-sm.jpg","248人付款","https://detail.tmall.com/item.htm?id=555722645499"
"115","S925纯银海洋之心猫眼石珠子雪花手镯女 DIY串珠手链情人节礼物","554147360299","147.63","https://g-search1.alicdn.com/img/bao/uploaded/i4/i5/TB1YjzCcgkLL1JjSZFpYXG7nFXa_M2.SS2","878人付款","https://detail.tmall.com/item.htm?id=554147360299"
"116","小黄直播拍品！印度小叶紫檀海南黄花梨印度老山檀香","555847168934","100.00","https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/TB1Zm2BSpXXXXXHXVXXXXXXXXXX_!!0-item_pic.jpg","460人付款","https://detail.tmall.com/item.htm?id=555847168934"
"117","香港代购蒂芙尼Tiffany珐琅蓝心双心项链吊坠925银串珠手链粉色女","558557979551","768.50","https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2343199219/TB1x02fdnZRMeJjSspkXXXGpXXa_!!0-item_pic.jpg","496人付款","https://detail.tmall.com/item.htm?id=558557979551"
"118","正宗加里曼丹沉香手链108颗佛珠念珠6/8mm天然保真木质手串男女款","551368103930","298.00","https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/813877850/TB1jTyniBDH8KJjy1zeXXXjepXa_!!0-item_pic.jpg","541人付款","https://detail.tmall.com/item.htm?id=551368103930"
"119","PANDORA潘多拉 繁星童话925银女手镯串饰礼品套组 ZT0013","548187102297","2690.00","https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1rta5OpXXXXbfapXXXXXXXXXX_!!0-item_pic.jpg","133人付款","https://detail.tmall.com/item.htm?id=548187102297"
"120","专柜正品Swarovski施华洛世奇恶魔之眼手链 女手镯 简约手环 礼物","554979351152","318.00","https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/1912484879/TB2Yp1uwCFjpuFjSspbXXXagVXa_!!1912484879.jpg","501人付款","https://detail.tmall.com/item.htm?id=554979351152"
"121","小叶紫檀爆满瘤疤龙鳞木佛珠2.0 1.8 留疤葡萄瘿金星水波手串手链","551095073622","980.00","https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/1645498489/TB2_t1LzxxmpuFjSZFNXXXrRXXa_!!1645498489.jpg","207人付款","https://detail.tmall.com/item.htm?id=551095073622"
"122","尼泊尔红皮爆肉6六瓣金刚菩提子手串 五瓣金刚菩提手串男佛珠手链","560524656982","59.00","https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2456646969/TB1HBUAiNPI8KJjSspoXXX6MFXa_!!0-item_pic.jpg","617人付款","https://detail.tmall.com/item.htm?id=560524656982"
"123","禅心阁小叶紫檀手串108颗金星老料佛珠手链高密长款项链男女饰品","41480580005","219.00","https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/1124411448/TB1wu.yiN6I8KJjSszfXXaZVXXa_!!0-item_pic.jpg","274人付款","https://detail.tmall.com/item.htm?id=41480580005"
"124","语唐保山南红手串玛瑙手链108颗天然云南佛珠柿子红满肉男女款","556122274284","999.00","https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/2988788917/TB1BvqziRfH8KJjy1XbXXbLdXXa_!!0-item_pic.jpg","200人付款","https://detail.tmall.com/item.htm?id=556122274284"
"125","正品代购 Hermes/爱马仕 H扣 窄版珐琅金边男女手镯 情侣手环","559069601901","3180.00","https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/3329176973/TB21j92c_J_SKJjSZPiXXb3LpXa_!!3329176973.jpg","48人付款","https://detail.tmall.com/item.htm?id=559069601901"
"126","正品Swarovski施华洛世奇恶魔之眼手环手镯生日礼物手链女5171991","561646955745","358.00","https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/1607838195/TB1c2VudsjI8KJjSsppXXXbyVXa_!!0-item_pic.jpg","465人付款","https://detail.tmall.com/item.htm?id=561646955745"
"127","施华洛世奇手镯开口 个性小清新手环手链女士首饰 女友礼物","536464870686","690.00","https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/TB1LSy6LXXXXXaTXVXXXXXXXXXX_!!0-item_pic.jpg","329人付款","https://detail.tmall.com/item.htm?id=536464870686"
"128","超月印度小叶紫檀金星手串2.0 高密老料紫檀木佛珠手链男女礼物","546711228109","799.00","https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB133lTLpXXXXbLXXXXXXXXXXXX_!!0-item_pic.jpg","132人付款","https://detail.tmall.com/item.htm?id=546711228109"
"129","999足银四叶草纯银饰品手链女心形日韩版简约首饰生日礼物送女友","547741078570","159.00","https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1yITfPFXXXXXJapXXXXXXXXXX_!!0-item_pic.jpg","1250人付款","https://detail.tmall.com/item.htm?id=547741078570"
"130","小芸澳洲代购潘多拉圣诞节满赠活动爱心雪花手镯 汇率5.8","561659801470","1320.00","https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/1982601531/TB24YzYd4rI8KJjy0FpXXb5hVXa_!!1982601531.jpg","280人付款","https://detail.tmall.com/item.htm?id=561659801470"
"131","九乐纯银手镯女简约999足银镯子光面闭口圆镯铃铛实心手工定制","531980836612","169.00","https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/2878990688/TB1OyLrcBHH8KJjy0FbXXcqlpXa_!!0-item_pic.jpg","563人付款","https://detail.tmall.com/item.htm?id=531980836612"
"132","紧箍咒手镯纯银孙悟空男女学生情侣一对金箍棒手环大圣归来可刻字","560371779579","178.00","https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/595836959/TB1ENA4crYI8KJjy0FaXXbAiVXa_!!0-item_pic.jpg","634人付款","https://detail.tmall.com/item.htm?id=560371779579"
